lau_id,gisco_id,name,nuts3_id,nuts3_name,pop_2024,pop_density,area_km2,dist_capital_km,dist_bratislava_km,dist_uni_km,dist_airport_km,dist_motorway_km,dist_railway_km,urban_class,density_class,is_regional_capital,econ_proximity,econ_potential,edu_access_score,edu_infra_score,transport_score,connectivity_score,remoteness_index
522198,SK_522198,Vyšná Myšľa,SK042,Košický kraj,999.0,112.44184743,8.88459255,14.4,320.4,14.4,11.5,14.6,14.3,Small Village (<1K),Medium (100-500/km²),Yes,85.6,59.7,78.4,60.0,86.0,84.4,15.6
581607,SK_581607,Brehy,SK032,Banskobystrický kraj,997.0,80.63119177,12.36494188,51.9,119.1,40.5,43.3,9.4,30.3,Small Village (<1K),Sparse (<100/km²),No,48.1,100,39.2,60.0,78.0,61.3,38.7
529001,SK_529001,Poša,SK041,Prešovský kraj,996.0,117.93254711,8.44550571,42.5,351.5,39.9,42.8,39.8,39.1,Small Village (<1K),Medium (100-500/km²),No,57.5,36.4,40.2,60.0,59.9,55.2,44.8
515965,SK_515965,Dolná Strehová,SK032,Banskobystrický kraj,995.0,46.86712762,21.23023216,59.4,177.2,43.5,50.1,55.7,45.0,Small Village (<1K),Sparse (<100/km²),No,40.6,100,34.8,60.0,48.8,43.5,56.5
555720,SK_555720,Povoda,SK021,Trnavský kraj,994.0,165.38445133,6.01023852,45.7,44.2,43.4,38.8,41.4,43.4,Small Village (<1K),Medium (100-500/km²),No,54.3,100,34.9,60.0,58.4,52.5,47.5
523372,SK_523372,Žbince,SK042,Košický kraj,994.0,66.00209095,15.06012894,47.6,358.0,47.6,48.0,47.6,47.0,Small Village (<1K),Sparse (<100/km²),No,52.4,31.5,28.6,60.0,52.5,47.7,52.3
521574,SK_521574,Košická Belá,SK042,Košický kraj,994.0,25.20418288,39.43789826,15.2,303.4,15.2,19.5,6.9,15.3,Small Village (<1K),Sparse (<100/km²),No,84.8,72.4,77.2,60.0,88.2,85.0,15.0
526754,SK_526754,Chmeľnica,SK041,Prešovský kraj,992.0,78.47159464,12.64151703,49.1,294.7,49.1,43.1,45.3,38.5,Small Village (<1K),Sparse (<100/km²),No,50.9,78.9,26.3,59.9,57.3,49.2,50.8
519421,SK_519421,Kružlov,SK041,Prešovský kraj,991.0,98.41546845,10.06955528,35.1,321.9,35.1,69.7,60.8,35.3,Small Village (<1K),Sparse (<100/km²),No,64.9,58.5,47.3,59.9,46.2,52.0,48.0
559636,SK_559636,Sopkovce,SK041,Prešovský kraj,99.0,13.66564267,7.24444524,46.3,363.5,46.3,60.4,56.0,46.5,Small Village (<1K),Sparse (<100/km²),No,53.7,18.2,30.6,40.0,46.4,45.4,54.6
599310,SK_599310,Chorváty,SK042,Košický kraj,99.0,30.08920364,3.29021669,32.7,281.9,32.7,29.4,24.4,33.5,Small Village (<1K),Sparse (<100/km²),No,67.3,59.1,50.9,40.0,71.7,66.2,33.8
518352,SK_518352,Drienovo,SK032,Banskobystrický kraj,99.0,6.45653842,15.33329371,58.5,143.6,40.4,47.1,24.9,40.7,Small Village (<1K),Sparse (<100/km²),No,41.5,100,39.4,40.0,66.1,53.4,46.6
527629,SK_527629,Nižná Jedľová,SK041,Prešovský kraj,99.0,20.84067415,4.75032618,44.4,352.3,44.4,78.6,72.4,44.7,Small Village (<1K),Sparse (<100/km²),No,55.6,23.8,33.4,40.0,35.8,41.3,58.7
514853,SK_514853,Horné Zahorany,SK032,Banskobystrický kraj,99.0,18.90126078,5.23774584,68.6,216.5,63.0,66.0,55.2,64.8,Small Village (<1K),Sparse (<100/km²),No,31.4,91.8,5.5,40.0,39.8,30.4,69.6
519383,SK_519383,Kožany,SK041,Prešovský kraj,99.0,19.03839267,5.20001881,30.6,343.3,30.6,64.2,58.0,30.8,Small Village (<1K),Sparse (<100/km²),No,69.4,28.3,54.1,40.0,50.0,56.6,43.4
507814,SK_507814,Bernolákovo,SK010,Bratislavský kraj,9896.0,348.23425849,28.41765208,15.5,15.5,15.5,7.4,9.3,15.3,Town (5K-50K),Medium (100-500/km²),No,84.5,100,76.8,79.9,89.0,85.2,14.8
501557,SK_501557,Dolný Bar,SK021,Trnavský kraj,989.0,120.64905871,8.19732877,46.7,48.8,39.2,43.0,42.0,39.1,Small Village (<1K),Medium (100-500/km²),No,53.3,100,41.2,59.9,58.8,53.6,46.4
514756,SK_514756,Gemerská Ves,SK032,Banskobystrický kraj,987.0,55.7702826,17.69759725,87.4,237.3,76.1,65.8,50.6,55.3,Small Village (<1K),Sparse (<100/km²),No,12.6,100,0,59.9,45.3,26.4,73.6
500381,SK_500381,Jelšovce,SK023,Nitriansky kraj,986.0,94.43868486,10.44063671,8.6,75.5,8.6,32.1,15.2,8.8,Small Village (<1K),Sparse (<100/km²),No,91.4,100,87.1,59.9,84.1,86.9,13.1
500470,SK_500470,Lúčnica nad Žitavou,SK023,Nitriansky kraj,986.0,81.4584681,12.1043278,17.6,86.7,17.6,56.7,21.9,7.2,Small Village (<1K),Sparse (<100/km²),No,82.4,100,73.6,59.9,77.2,78.0,22.0
523887,SK_523887,Stará Lesná,SK041,Prešovský kraj,986.0,104.01535529,9.47936963,69.9,259.1,69.9,8.2,21.8,5.3,Small Village (<1K),Medium (100-500/km²),No,30.1,100,0,59.9,86.0,52.0,48.0
502391,SK_502391,Jur nad Hronom,SK023,Nitriansky kraj,985.0,64.83098524,15.19335232,44.5,112.5,44.5,68.1,17.8,28.1,Small Village (<1K),Sparse (<100/km²),No,55.5,100,33.2,59.9,70.4,58.5,41.5
505951,SK_505951,Dolné Srnie,SK022,Trenčiansky kraj,983.0,111.87070052,8.78692987,19.8,89.1,19.8,19.2,32.7,4.3,Small Village (<1K),Medium (100-500/km²),No,80.2,100,70.3,59.9,79.0,77.6,22.4
542962,SK_542962,Hradište (okres Partizánske),SK022,Trenčiansky kraj,983.0,120.41382658,8.16351434,32.8,110.5,32.8,40.0,12.4,32.7,Small Village (<1K),Medium (100-500/km²),No,67.2,100,50.8,59.9,76.2,68.4,31.6
510823,SK_510823,Ludrová,SK031,Žilinský kraj,981.0,183.67658374,5.34090944,47.1,191.7,3.2,48.0,2.2,3.2,Small Village (<1K),Medium (100-500/km²),No,52.9,100,95.2,59.8,89.8,79.8,20.2
512702,SK_512702,Turčianska Štiavnička,SK031,Žilinský kraj,981.0,69.62468116,14.08983113,26.2,174.9,20.6,49.9,15.6,20.6,Small Village (<1K),Sparse (<100/km²),No,73.8,100,69.1,59.8,77.0,74.5,25.5
513776,SK_513776,Visolaje,SK022,Trenčiansky kraj,981.0,101.70551228,9.6454949,31.3,138.6,31.3,63.7,18.0,31.3,Small Village (<1K),Medium (100-500/km²),No,68.7,100,53.0,59.8,70.0,66.2,33.8
519715,SK_519715,Petrová,SK041,Prešovský kraj,981.0,68.64109336,14.29173039,46.3,324.5,46.3,72.8,69.2,46.4,Small Village (<1K),Sparse (<100/km²),No,53.7,56.5,30.6,59.8,37.8,41.1,58.9
509973,SK_509973,Párnica,SK031,Žilinský kraj,980.0,18.84983249,51.98985193,29.1,190.3,19.5,63.7,21.1,19.5,Small Village (<1K),Sparse (<100/km²),No,70.9,100,70.8,59.8,72.3,71.6,28.4
512338,SK_512338,Kaľamenová,SK031,Žilinský kraj,98.0,16.89140191,5.80176829,38.3,147.4,31.7,37.6,18.8,31.9,Small Village (<1K),Sparse (<100/km²),No,61.7,100,52.5,39.9,73.7,65.9,34.1
523500,SK_523500,Hradisko,SK041,Prešovský kraj,98.0,29.09501163,3.36827499,52.3,271.1,52.3,21.1,17.5,13.0,Small Village (<1K),Sparse (<100/km²),No,47.7,64.3,21.6,39.9,83.4,60.3,39.7
519073,SK_519073,Bogliarka,SK041,Prešovský kraj,98.0,10.44077896,9.38627284,31.1,320.9,31.1,67.8,57.2,31.3,Small Village (<1K),Sparse (<100/km²),No,68.9,39.5,53.3,39.9,49.7,56.2,43.8
526088,SK_526088,Petrovo,SK042,Košický kraj,98.0,24.66032112,3.97399529,64.3,249.0,64.3,40.8,24.1,28.6,Small Village (<1K),Sparse (<100/km²),No,35.7,75.3,3.6,39.9,71.6,47.2,52.8
503525,SK_503525,Salka,SK023,Nitriansky kraj,979.0,37.56714634,26.06000443,66.8,124.2,47.3,88.5,45.6,47.1,Small Village (<1K),Sparse (<100/km²),No,33.2,100,29.1,59.8,46.8,39.2,60.8
504670,SK_504670,Popudinské Močidľany,SK021,Trnavský kraj,979.0,90.47275089,10.82093769,53.0,71.5,53.0,48.1,56.5,44.9,Small Village (<1K),Sparse (<100/km²),No,47.0,100,20.5,59.8,48.8,42.6,57.4
527840,SK_527840,Stropkov,SK041,Prešovský kraj,9788.0,396.71368608,24.67270564,38.1,354.1,38.1,67.3,61.4,38.4,Town (5K-50K),Medium (100-500/km²),No,61.9,45.8,42.8,79.8,45.3,49.8,50.2
527106,SK_527106,Svidník,SK041,Prešovský kraj,9770.0,483.76820825,20.19562227,42.1,352.2,42.1,75.5,69.3,42.4,Town (5K-50K),Medium (100-500/km²),No,57.9,47.7,36.8,79.8,38.6,44.0,56.0
581658,SK_581658,Práznovce,SK023,Nitriansky kraj,977.0,85.45561172,11.43283607,28.1,94.1,28.1,31.6,10.0,28.3,Small Village (<1K),Sparse (<100/km²),No,71.9,100,57.8,59.8,80.3,73.3,26.7
529192,SK_529192,Tovarné,SK041,Prešovský kraj,977.0,126.78169449,7.70615982,39.3,353.5,39.3,47.9,43.8,39.5,Small Village (<1K),Medium (100-500/km²),No,60.7,34.8,41.1,59.8,57.0,54.9,45.1
504254,SK_504254,Brestovec (okres Myjava),SK022,Trenčiansky kraj,974.0,56.10140766,17.3614182,37.8,80.0,37.8,29.0,45.7,21.7,Small Village (<1K),Sparse (<100/km²),No,62.2,100,43.3,59.8,65.1,59.9,40.1
543179,SK_543179,Jablonov,SK041,Prešovský kraj,972.0,47.36494471,20.52150606,39.8,281.8,39.8,33.6,18.4,14.2,Small Village (<1K),Sparse (<100/km²),No,60.2,88.3,40.3,59.8,80.5,66.4,33.6
506982,SK_506982,Dolný Lopašov,SK021,Trnavský kraj,971.0,42.36816901,22.91814876,23.9,62.5,23.9,15.1,22.8,14.7,Small Village (<1K),Sparse (<100/km²),No,76.1,100,64.2,59.8,81.2,76.3,23.7
522325,SK_522325,Bežovce,SK042,Košický kraj,970.0,32.87274359,29.50772872,65.6,375.3,65.6,65.8,65.6,65.1,Small Village (<1K),Sparse (<100/km²),No,34.4,18.4,1.6,59.7,34.5,27.9,72.1
526401,SK_526401,Bijacovce,SK041,Prešovský kraj,970.0,58.44531222,16.59671175,31.5,289.9,31.5,41.8,24.7,21.2,Small Village (<1K),Sparse (<100/km²),No,68.5,82.2,52.8,59.7,73.6,67.9,32.1
510602,SK_510602,Liptovská Anna,SK031,Žilinský kraj,97.0,8.59128576,11.29051026,52.8,205.5,13.9,57.7,16.1,13.8,Small Village (<1K),Sparse (<100/km²),No,47.2,96.8,79.2,39.8,77.7,68.9,31.1
556807,SK_556807,Ižipovce,SK031,Žilinský kraj,97.0,36.73314147,2.64066715,54.5,206.7,15.0,56.0,17.1,15.0,Small Village (<1K),Sparse (<100/km²),No,45.5,96.2,77.5,39.8,77.1,67.7,32.3
581984,SK_581984,Hlboké nad Váhom,SK031,Žilinský kraj,969.0,180.76602822,5.3605205,10.7,160.5,10.7,74.6,3.5,10.7,Small Village (<1K),Medium (100-500/km²),No,89.3,100,84.0,59.7,82.2,84.7,15.3
511391,SK_511391,Fiľakovo,SK032,Banskobystrický kraj,9683.0,598.37020209,16.18228977,71.6,201.7,59.8,65.0,71.3,61.5,Town (5K-50K),Dense (>500/km²),No,28.4,100,10.3,79.7,33.0,27.1,72.9
505358,SK_505358,Podlužany (okres Bánovce nad Bebravou),SK022,Trenčiansky kraj,968.0,69.03741896,14.02138166,20.3,109.5,20.3,35.4,7.6,20.2,Small Village (<1K),Sparse (<100/km²),No,79.7,100,69.5,59.7,83.6,79.6,20.4
522368,SK_522368,Bracovce,SK042,Košický kraj,965.0,100.35768268,9.61560664,42.9,352.3,42.9,42.8,42.9,42.4,Small Village (<1K),Medium (100-500/km²),No,57.1,35.6,35.7,59.7,57.3,52.9,47.1
524298,SK_524298,Červenica pri Sabinove,SK041,Prešovský kraj,965.0,153.44847826,6.28875575,22.8,308.4,22.8,56.0,41.7,22.8,Small Village (<1K),Medium (100-500/km²),No,77.2,68.4,65.8,59.7,62.2,67.4,32.6
509272,SK_509272,Lodno,SK031,Žilinský kraj,963.0,108.80108027,8.85101506,15.6,184.7,15.6,79.6,14.9,15.6,Small Village (<1K),Medium (100-500/km²),No,84.4,100,76.6,59.7,74.1,77.7,22.3
509566,SK_509566,Beňadovo,SK031,Žilinský kraj,963.0,143.72644886,6.70022816,50.6,218.1,39.8,75.2,42.6,39.8,Small Village (<1K),Medium (100-500/km²),No,49.4,100,40.3,59.7,52.9,49.3,50.7
515639,SK_515639,Širkovce,SK032,Banskobystrický kraj,962.0,54.29139604,17.71919807,85.7,221.9,76.5,80.9,74.2,78.3,Small Village (<1K),Sparse (<100/km²),No,14.3,100,0,59.7,23.3,15.9,84.1
509817,SK_509817,Lomná,SK031,Žilinský kraj,961.0,44.60804035,21.54320146,41.5,207.6,30.2,76.1,32.9,30.2,Small Village (<1K),Sparse (<100/km²),No,58.5,100,54.7,59.7,60.8,58.9,41.1
524573,SK_524573,Jakubovany (okres Sabinov),SK041,Prešovský kraj,960.0,88.79170817,10.81182038,15.0,314.9,15.0,50.8,40.6,15.1,Small Village (<1K),Sparse (<100/km²),No,85.0,63.5,77.5,59.7,66.2,74.1,25.9
524760,SK_524760,Ličartovce,SK041,Prešovský kraj,960.0,115.84357188,8.28703729,12.6,314.7,12.6,24.7,17.9,12.4,Small Village (<1K),Medium (100-500/km²),No,87.4,63.6,81.1,59.7,82.8,83.8,16.2
523143,SK_523143,Svätuš,SK042,Košický kraj,96.0,24.93374267,3.85020417,65.5,376.1,65.5,66.1,65.5,64.9,Small Village (<1K),Sparse (<100/km²),No,34.5,11.9,1.8,39.7,34.6,28.0,72.0
527921,SK_527921,Tokajík,SK041,Prešovský kraj,96.0,11.63831034,8.24862005,36.0,354.2,36.0,60.4,54.8,36.2,Small Village (<1K),Sparse (<100/km²),No,64.0,22.7,46.0,39.7,50.5,53.7,46.3
519278,SK_519278,Hutka,SK041,Prešovský kraj,96.0,25.99986496,3.69232687,47.0,345.8,47.0,83.3,76.4,47.3,Small Village (<1K),Sparse (<100/km²),No,53.0,26.9,29.5,39.7,32.1,37.9,62.1
518379,SK_518379,Dúbravy,SK032,Banskobystrický kraj,959.0,49.04713181,19.55262142,22.7,174.3,16.1,18.0,22.3,17.7,Small Village (<1K),Sparse (<100/km²),No,77.3,100,75.8,59.6,80.0,78.3,21.7
501387,SK_501387,Veľké Kosihy,SK023,Nitriansky kraj,958.0,39.46465354,24.27488687,61.6,71.1,18.8,66.5,65.5,18.9,Small Village (<1K),Sparse (<100/km²),No,38.4,100,71.8,59.6,49.9,50.8,49.2
528684,SK_528684,Pribeník,SK042,Košický kraj,958.0,77.75786019,12.32029788,65.2,362.4,65.2,62.7,65.4,65.0,Small Village (<1K),Sparse (<100/km²),No,34.8,28.0,2.2,59.6,35.2,28.5,71.5
520497,SK_520497,Modra nad Cirochou,SK041,Prešovský kraj,956.0,130.82031755,7.30773337,59.2,373.9,59.2,66.4,63.1,59.4,Small Village (<1K),Medium (100-500/km²),No,40.8,19.5,11.2,59.6,37.6,33.3,66.7
525154,SK_525154,Sedlice,SK041,Prešovský kraj,956.0,61.37675522,15.5759293,12.9,306.8,12.9,30.1,18.9,12.6,Small Village (<1K),Sparse (<100/km²),No,87.1,69.5,80.7,59.6,81.3,82.9,17.1
543560,SK_543560,Smolník,SK042,Košický kraj,954.0,13.839983,68.93072049,40.0,272.9,40.0,40.0,15.7,26.4,Small Village (<1K),Sparse (<100/km²),No,60.0,94.7,40.0,59.6,76.7,64.3,35.7
503509,SK_503509,Rastislavice,SK023,Nitriansky kraj,953.0,48.62275955,19.59987481,18.2,72.1,18.2,56.7,37.1,18.0,Small Village (<1K),Sparse (<100/km²),No,81.8,100,72.7,59.6,66.0,72.1,27.9
510190,SK_510190,Zábiedovo,SK031,Žilinský kraj,952.0,52.96364964,17.97459213,65.6,225.7,35.2,51.3,34.4,35.1,Small Village (<1K),Sparse (<100/km²),No,34.4,100,47.2,59.6,62.6,51.1,48.9
524042,SK_524042,Vlková,SK041,Prešovský kraj,952.0,80.54525673,11.81944212,59.4,264.1,59.4,14.0,19.0,9.9,Small Village (<1K),Sparse (<100/km²),No,40.6,100,10.9,59.6,84.9,56.8,43.2
519588,SK_519588,Marhaň,SK041,Prešovský kraj,951.0,91.48294802,10.39537991,25.6,339.2,25.6,59.6,53.3,25.9,Small Village (<1K),Sparse (<100/km²),No,74.4,45.3,61.6,59.6,54.8,62.0,38.0
555495,SK_555495,Kaplna,SK010,Bratislavský kraj,950.0,171.89537226,5.52661766,30.0,30.0,14.0,22.2,12.6,13.5,Small Village (<1K),Medium (100-500/km²),No,70.0,100,79.0,59.6,85.5,79.5,20.5
556424,SK_556424,Haluzice,SK022,Trenčiansky kraj,95.0,24.7651008,3.83604334,14.7,94.6,14.7,23.7,33.5,8.8,Small Village (<1K),Sparse (<100/km²),No,85.3,100,78.0,39.6,76.4,79.4,20.6
524328,SK_524328,Daletice,SK041,Prešovský kraj,95.0,38.17646015,2.48844444,13.1,307.5,13.1,43.1,30.8,13.0,Small Village (<1K),Sparse (<100/km²),No,86.9,45.8,80.3,39.6,73.1,78.7,21.3
511994,SK_511994,Veľká nad Ipľom,SK032,Banskobystrický kraj,949.0,38.85675247,24.42303949,61.1,184.7,46.6,52.8,60.9,48.3,Small Village (<1K),Sparse (<100/km²),No,38.9,100,30.1,59.6,44.7,40.0,60.0
528404,SK_528404,Kapušianske Kľačany,SK042,Košický kraj,949.0,46.77893376,20.28690959,66.5,371.0,66.5,65.3,66.6,66.2,Small Village (<1K),Sparse (<100/km²),No,33.5,21.6,0.2,59.6,33.8,27.0,73.0
507415,SK_507415,Pastuchov,SK021,Trnavský kraj,948.0,62.25294871,15.22819432,22.3,64.8,19.6,23.2,6.2,19.6,Small Village (<1K),Sparse (<100/km²),No,77.7,100,70.6,59.5,86.5,80.7,19.3
543942,SK_543942,Vojany,SK042,Košický kraj,947.0,86.62244703,10.93250113,57.0,363.8,57.0,56.2,57.1,56.6,Small Village (<1K),Sparse (<100/km²),No,43.0,26.9,14.5,59.5,43.2,37.4,62.6
501662,SK_501662,Janíky,SK021,Trnavský kraj,946.0,83.41670889,11.3406536,28.8,21.7,21.7,14.0,16.9,21.7,Small Village (<1K),Sparse (<100/km²),No,71.2,100,67.5,59.5,82.0,75.9,24.1
517968,SK_517968,Stránske,SK031,Žilinský kraj,946.0,50.46558449,18.7454482,13.1,160.5,13.1,59.4,4.0,13.0,Small Village (<1K),Sparse (<100/km²),No,86.9,100,80.3,59.5,83.8,84.0,16.0
581305,SK_581305,Nemčice,SK023,Nitriansky kraj,943.0,118.35489359,7.9675624,27.0,88.0,27.0,24.2,4.3,24.2,Small Village (<1K),Medium (100-500/km²),No,73.0,100,59.5,59.5,85.8,76.7,23.3
522121,SK_522121,Vajkovce,SK042,Košický kraj,943.0,242.49632599,3.88871871,9.5,319.0,9.5,15.0,9.2,8.7,Small Village (<1K),Medium (100-500/km²),No,90.5,60.2,85.8,59.5,90.0,89.3,10.7
524662,SK_524662,Kokošovce,SK041,Prešovský kraj,941.0,83.13608429,11.31879145,8.7,324.4,8.7,33.6,27.3,8.7,Small Village (<1K),Sparse (<100/km²),No,91.3,56.2,87.0,59.5,77.8,83.7,16.3
500721,SK_500721,Skýcov,SK023,Nitriansky kraj,940.0,37.30814095,25.1955733,35.8,107.7,35.8,47.8,23.4,29.3,Small Village (<1K),Sparse (<100/km²),No,64.2,100,46.3,59.5,70.6,63.8,36.2
506583,SK_506583,Trenčianske Bohuslavice,SK022,Trenčiansky kraj,940.0,146.85665026,6.40079968,17.2,91.1,17.2,19.3,30.5,4.7,Small Village (<1K),Medium (100-500/km²),No,82.8,100,74.2,59.5,80.0,79.7,20.3
511188,SK_511188,Vyšná Boca,SK031,Žilinský kraj,94.0,4.56615002,20.58627062,80.8,212.3,36.4,40.0,14.0,36.4,Small Village (<1K),Sparse (<100/km²),No,19.2,92.8,45.4,39.6,74.2,51.9,48.1
529184,SK_529184,Štefanovce (okres Vranov nad Topľou),SK041,Prešovský kraj,94.0,10.53325264,8.924119,39.8,355.6,39.8,51.6,47.2,39.9,Small Village (<1K),Sparse (<100/km²),No,60.2,22.0,40.3,39.6,54.5,53.4,46.6
511048,SK_511048,Svätý Kríž,SK031,Žilinský kraj,938.0,99.4408338,9.43274472,60.9,204.2,16.6,51.9,7.1,16.5,Small Village (<1K),Sparse (<100/km²),No,39.1,100,75.1,59.5,82.3,67.9,32.1
502596,SK_502596,Nový Tekov,SK023,Nitriansky kraj,937.0,31.54294193,29.70553609,31.5,103.6,31.5,64.5,5.9,14.4,Small Village (<1K),Sparse (<100/km²),No,68.5,100,52.8,59.4,81.5,71.9,28.1
503584,SK_503584,Štúrovo,SK023,Nitriansky kraj,9361.0,695.98563878,13.44999017,73.0,125.4,43.7,98.4,54.7,43.5,Town (5K-50K),Dense (>500/km²),No,27.0,100,34.4,79.4,41.8,35.9,64.1
580520,SK_580520,Korytárky,SK032,Banskobystrický kraj,936.0,104.15982469,8.98619024,31.8,180.9,24.1,27.1,31.4,25.9,Small Village (<1K),Medium (100-500/km²),No,68.2,100,63.8,59.4,71.2,68.8,31.2
523658,SK_523658,Lučivná,SK041,Prešovský kraj,936.0,49.98145635,18.72694532,80.1,245.0,61.1,7.3,12.2,12.2,Small Village (<1K),Sparse (<100/km²),No,19.9,100,8.3,59.4,88.6,51.9,48.1
528463,SK_528463,Krišovská Liesková,SK042,Košický kraj,936.0,60.76756489,15.40295389,58.8,366.4,58.8,58.2,58.8,58.3,Small Village (<1K),Sparse (<100/km²),No,41.2,25.0,11.8,59.4,41.5,35.5,64.5
525049,SK_525049,Poloma,SK041,Prešovský kraj,936.0,106.50814225,8.78806052,36.5,295.3,36.5,43.4,36.1,31.7,Small Village (<1K),Medium (100-500/km²),No,63.5,77.8,45.2,59.4,64.2,60.2,39.8
525995,SK_525995,Muránska Dlhá Lúka,SK032,Banskobystrický kraj,936.0,50.23556414,18.63221835,67.7,228.0,67.7,41.2,27.2,43.5,Small Village (<1K),Sparse (<100/km²),No,32.3,100,0,59.4,65.0,42.2,57.8
523470,SK_523470,Holumnica,SK041,Prešovský kraj,935.0,55.72662487,16.77833535,55.2,279.8,55.2,28.0,35.1,23.4,Small Village (<1K),Sparse (<100/km²),No,44.8,89.3,17.2,59.4,70.0,51.9,48.1
524433,SK_524433,Gregorovce,SK041,Prešovský kraj,935.0,94.46160048,9.89820197,8.5,318.1,8.5,45.4,36.5,8.7,Small Village (<1K),Sparse (<100/km²),No,91.5,60.8,87.2,59.4,71.3,80.5,19.5
515078,SK_515078,Kráľ,SK032,Banskobystrický kraj,934.0,84.32388544,11.0763397,99.0,241.8,77.5,73.9,62.5,68.0,Small Village (<1K),Sparse (<100/km²),No,1.0,100,0,59.4,33.8,17.2,82.8
516643,SK_516643,Banská Štiavnica,SK032,Banskobystrický kraj,9339.0,199.79816889,46.74217012,37.4,135.5,24.0,27.5,17.0,23.0,Town (5K-50K),Medium (100-500/km²),No,62.6,100,64.0,79.4,79.2,71.2,28.8
502111,SK_502111,Čajkov,SK023,Nitriansky kraj,933.0,38.99616275,23.92543097,39.5,113.5,39.5,52.1,6.6,23.5,Small Village (<1K),Sparse (<100/km²),No,60.5,100,40.8,59.4,80.2,66.4,33.6
504726,SK_504726,Prievaly,SK021,Trnavský kraj,933.0,62.23868421,14.99067681,27.6,49.4,27.6,36.3,32.0,27.5,Small Village (<1K),Sparse (<100/km²),No,72.4,100,58.6,59.4,68.8,67.8,32.2
514900,SK_514900,Hrnčiarska Ves,SK032,Banskobystrický kraj,932.0,36.25134765,25.70938904,61.2,204.9,53.3,57.0,60.8,55.1,Small Village (<1K),Sparse (<100/km²),No,38.8,100,20.1,59.4,41.7,36.5,63.5
528277,SK_528277,Čičarovce,SK042,Košický kraj,930.0,34.86080935,26.67752176,59.5,365.0,59.5,58.4,59.6,59.1,Small Village (<1K),Sparse (<100/km²),No,40.5,26.0,10.8,59.4,40.8,34.7,65.3
503720,SK_503720,Dlhá nad Váhom,SK023,Nitriansky kraj,928.0,102.32875559,9.06880959,22.1,55.8,22.1,47.9,23.7,21.9,Small Village (<1K),Medium (100-500/km²),No,77.9,100,66.8,59.4,72.9,73.2,26.8
543152,SK_543152,Chrasť nad Hornádom,SK042,Košický kraj,928.0,98.89767205,9.38343624,45.8,277.8,40.6,37.9,11.1,10.4,Small Village (<1K),Sparse (<100/km²),No,54.2,90.7,39.1,59.4,84.7,66.4,33.6
556165,SK_556165,Chrabrany,SK023,Nitriansky kraj,927.0,116.53558136,7.95465204,24.0,86.8,24.0,25.7,6.3,24.2,Small Village (<1K),Medium (100-500/km²),No,76.0,100,64.0,59.4,84.5,77.8,22.2
503592,SK_503592,Šurany,SK023,Nitriansky kraj,9238.0,154.51182463,59.78830437,24.0,79.1,24.0,63.8,34.6,21.7,Town (5K-50K),Medium (100-500/km²),No,76.0,100,64.0,79.3,64.8,68.0,32.0
526771,SK_526771,Jarabina,SK041,Prešovský kraj,923.0,40.29230797,22.90759816,59.1,293.7,59.1,45.0,52.9,40.8,Small Village (<1K),Sparse (<100/km²),No,40.9,78.8,11.3,59.3,52.5,40.8,59.2
503291,SK_503291,Komoča,SK023,Nitriansky kraj,922.0,68.4364314,13.47235648,38.7,72.6,23.3,66.0,51.3,23.2,Small Village (<1K),Sparse (<100/km²),No,61.3,100,65.0,59.3,55.6,59.2,40.8
544001,SK_544001,Zemplínska Nová Ves,SK042,Košický kraj,922.0,86.23669987,10.69150375,35.3,341.4,35.3,33.8,35.5,35.0,Small Village (<1K),Sparse (<100/km²),No,64.7,43.4,47.1,59.3,64.9,61.3,38.7
511803,SK_511803,Rapovce,SK032,Banskobystrický kraj,921.0,103.87732913,8.86622719,65.6,191.6,52.1,58.0,65.3,53.8,Small Village (<1K),Medium (100-500/km²),No,34.4,100,21.8,59.3,39.8,34.6,65.4
512435,SK_512435,Lipovec (okres Martin),SK031,Žilinský kraj,921.0,72.19051946,12.75790792,15.7,173.6,15.7,58.9,7.7,15.6,Small Village (<1K),Sparse (<100/km²),No,84.3,100,76.5,59.3,81.1,81.1,18.9
508101,SK_508101,Modra,SK010,Bratislavský kraj,9201.0,185.37498145,49.63452958,26.7,26.7,22.1,21.4,8.4,21.7,Town (5K-50K),Medium (100-500/km²),No,73.3,100,66.8,79.3,85.0,77.8,22.2
557889,SK_557889,Gemerské Michalovce,SK032,Banskobystrický kraj,92.0,14.70046741,6.25830441,84.8,231.2,79.2,71.9,58.1,63.0,Small Village (<1K),Sparse (<100/km²),No,15.2,83.1,0,39.4,38.0,23.6,76.4
528391,SK_528391,Ižkovce,SK042,Košický kraj,92.0,21.7267094,4.23441941,54.9,361.1,54.9,53.9,55.0,54.6,Small Village (<1K),Sparse (<100/km²),No,45.1,19.1,17.7,39.4,45.3,39.7,60.3
514730,SK_514730,Gemerček,SK032,Banskobystrický kraj,92.0,7.8787501,11.67697907,77.0,214.6,67.8,72.2,70.9,69.6,Small Village (<1K),Sparse (<100/km²),No,23.0,91.2,0,39.4,29.3,21.6,78.4
502154,SK_502154,Demandice,SK023,Nitriansky kraj,919.0,41.90469594,21.93071634,55.5,124.4,55.5,62.9,23.2,38.7,Small Village (<1K),Sparse (<100/km²),No,44.5,100,16.8,59.3,65.0,49.2,50.8
