lau_id,gisco_id,name,nuts3_id,nuts3_name,pop_2024,pop_density,area_km2
501123,SK_501123,Dulovce,SK023,Nitriansky kraj,1620.0,130.86825515,12.37886146
521736,SK_521736,Nižná Myšľa,SK042,Košický kraj,1617.0,128.6260109,12.57132977
500895,SK_500895,Veľký Cetín,SK023,Nitriansky kraj,1610.0,95.4728717,16.86342907
502804,SK_502804,Šarovce,SK023,Nitriansky kraj,1609.0,63.41313595,25.37329176
504220,SK_504220,Borský Svätý Jur,SK021,Trnavský kraj,1608.0,40.49848552,39.70518846
506532,SK_506532,Svinná,SK022,Trenčiansky kraj,1603.0,186.49783482,8.59527405
519570,SK_519570,Malcov,SK041,Prešovský kraj,1601.0,84.86551069,18.86514306
510815,SK_510815,Lúčky (okres Ružomberok),SK031,Žilinský kraj,1597.0,73.15786794,21.8295044
528901,SK_528901,Nižný Hrabovec,SK041,Prešovský kraj,1594.0,141.24080526,11.2856904
515264,SK_515264,Ožďany,SK032,Banskobystrický kraj,1590.0,42.80475894,37.14540251
504904,SK_504904,Štefanov,SK021,Trnavský kraj,1589.0,71.95921989,22.08195145
543047,SK_543047,Klátova Nová Ves,SK022,Trenčiansky kraj,1589.0,45.38607293,35.01074002
501981,SK_501981,Veľké Blahovo,SK021,Trnavský kraj,1588.0,87.59738115,18.12839584
521876,SK_521876,Perín-Chym,SK042,Košický kraj,1582.0,38.11085199,41.51048631
510165,SK_510165,Veličná,SK031,Žilinský kraj,1577.0,53.77734501,29.32461615
512885,SK_512885,Bolešov,SK022,Trenčiansky kraj,1574.0,105.21517287,14.95981955
510548,SK_510548,Komjatná,SK031,Žilinský kraj,1573.0,108.13846343,14.54616563
510637,SK_510637,Liptovská Osada,SK031,Žilinský kraj,1573.0,31.33187377,50.20446628
517038,SK_517038,Lovčica-Trubín,SK032,Banskobystrický kraj,1571.0,45.40941907,34.59634658
503070,SK_503070,Bešeňov,SK023,Nitriansky kraj,1569.0,91.81470672,17.08876558
527041,SK_527041,Šarišské Jastrabie,SK041,Prešovský kraj,1569.0,73.36671201,21.38572054
525383,SK_525383,Varhaňovce,SK041,Prešovský kraj,1569.0,187.70396431,8.3589071
517551,SK_517551,Gbeľany,SK031,Žilinský kraj,1567.0,219.78933306,7.12955437
503924,SK_503924,Mostová,SK021,Trnavský kraj,1566.0,62.26086889,25.15223491
503843,SK_503843,Kajal,SK021,Trnavský kraj,1561.0,112.94347276,13.82107316
521400,SK_521400,Haniska (okres Košice - okolie),SK042,Košický kraj,1557.0,90.04360354,17.29162249
523534,SK_523534,Ihľany,SK041,Prešovský kraj,1556.0,54.67487964,28.45913901
500411,SK_500411,Kolíňany,SK023,Nitriansky kraj,1555.0,124.61092183,12.47884196
513563,SK_513563,Prečín,SK022,Trenčiansky kraj,1555.0,88.1798079,17.63442263
528366,SK_528366,Hraň,SK042,Košický kraj,1551.0,89.18914575,17.39000847
502766,SK_502766,Starý Tekov,SK023,Nitriansky kraj,1548.0,146.30963616,10.58030107
511790,SK_511790,Radzovce,SK032,Banskobystrický kraj,1548.0,82.38516668,18.78979023
514284,SK_514284,Opatovce nad Nitrou,SK022,Trenčiansky kraj,1547.0,168.86941869,9.16092453
507661,SK_507661,Trakovice,SK021,Trnavský kraj,1545.0,132.80861112,11.63328181
580791,SK_580791,Radoľa,SK031,Žilinský kraj,1543.0,229.58884389,6.72070983
508918,SK_508918,Poniky,SK032,Banskobystrický kraj,1540.0,26.10938591,58.98262048
503169,SK_503169,Dubník,SK023,Nitriansky kraj,1538.0,37.50707217,41.00560004
556050,SK_556050,Úľany nad Žitavou,SK023,Nitriansky kraj,1538.0,183.14035865,8.39793048
507318,SK_507318,Malženice,SK021,Trnavský kraj,1534.0,103.40091375,14.83545884
505625,SK_505625,Uhrovec,SK022,Trenčiansky kraj,1533.0,66.79234505,22.95173195
506796,SK_506796,Bohdanovce nad Trnavou,SK021,Trnavský kraj,1532.0,133.47929381,11.47743561
524077,SK_524077,Vrbov,SK041,Prešovský kraj,1532.0,79.49650789,19.27128676
580457,SK_580457,Tovarníky,SK023,Nitriansky kraj,1531.0,282.81422312,5.41344768
507997,SK_507997,Kalinkovo,SK010,Bratislavský kraj,1530.0,118.53318925,12.90777722
529141,SK_529141,Sedliská,SK041,Prešovský kraj,1530.0,150.9509345,10.13574381
503321,SK_503321,Lipová (okres Nové Zámky),SK023,Nitriansky kraj,1527.0,112.00193496,13.63369303
543071,SK_543071,Kovarce,SK023,Nitriansky kraj,1527.0,60.97763638,25.04196769
509051,SK_509051,Telgárt,SK032,Banskobystrický kraj,1525.0,27.23400103,55.99617913
543233,SK_543233,Kluknava,SK042,Košický kraj,1525.0,44.97224325,33.90980502
505404,SK_505404,Preseľany,SK023,Nitriansky kraj,1524.0,128.01645427,11.90471966
524018,SK_524018,Veľký Slavkov,SK041,Prešovský kraj,1524.0,124.79862485,12.21167302
505455,SK_505455,Rybany,SK022,Trenčiansky kraj,1517.0,137.34581251,11.04511286
543896,SK_543896,Veľké Trakany,SK042,Košický kraj,1515.0,144.2703859,10.5011156
521680,SK_521680,Mokrance,SK042,Košický kraj,1513.0,64.66555202,23.39731051
514837,SK_514837,Hodejov,SK032,Banskobystrický kraj,1509.0,87.54913735,17.23603505
517518,SK_517518,Dolná Tižina,SK031,Žilinský kraj,1508.0,114.93335621,13.12064704
501719,SK_501719,Kútniky,SK021,Trnavský kraj,1503.0,136.86089364,10.98195372
518921,SK_518921,Vígľaš,SK032,Banskobystrický kraj,1501.0,46.82778652,32.05361841
522104,SK_522104,Trstené pri Hornáde,SK042,Košický kraj,1500.0,116.16193783,12.91300772
528919,SK_528919,Nižný Hrušov,SK041,Prešovský kraj,1500.0,80.95323776,18.52921565
555851,SK_555851,Malý Lapáš,SK023,Nitriansky kraj,1492.0,463.40523779,3.21964423
522376,SK_522376,Budkovce,SK042,Košický kraj,1490.0,75.18909034,19.8167047
503151,SK_503151,Dolný Ohaj,SK023,Nitriansky kraj,1486.0,87.25911612,17.02973931
512133,SK_512133,Bystrička,SK031,Žilinský kraj,1486.0,77.67796622,19.13026399
522007,SK_522007,Slanec,SK042,Košický kraj,1481.0,72.48437309,20.43199019
510076,SK_510076,Suchá Hora,SK031,Žilinský kraj,1479.0,67.62731213,21.86986224
506184,SK_506184,Lubina,SK022,Trenčiansky kraj,1478.0,50.25713189,29.40876139
528609,SK_528609,Nižný Žipov,SK042,Košický kraj,1477.0,86.51317132,17.07254488
504840,SK_504840,Sobotište,SK021,Trnavský kraj,1476.0,45.77675179,32.2434411
555991,SK_555991,Svätoplukovo,SK023,Nitriansky kraj,1473.0,105.94038446,13.9040462
502910,SK_502910,Veľké Ludince,SK023,Nitriansky kraj,1470.0,46.21322635,31.80907537
502642,SK_502642,Plášťovce,SK023,Nitriansky kraj,1468.0,29.07383189,50.49214034
505846,SK_505846,Beckov,SK022,Trenčiansky kraj,1466.0,51.20605975,28.62942408
510467,SK_510467,Hybe,SK031,Žilinský kraj,1464.0,27.70359059,52.84513555
501697,SK_501697,Kostolné Kračany,SK021,Trnavský kraj,1464.0,105.2428683,13.9106813
522759,SK_522759,Malčice,SK042,Košický kraj,1464.0,64.67607586,22.63588167
523577,SK_523577,Jurské,SK041,Prešovský kraj,1464.0,198.95285838,7.3585271
510718,SK_510718,Liptovské Revúce,SK031,Žilinský kraj,1463.0,19.02146278,76.9131174
526312,SK_526312,Štítnik,SK042,Košický kraj,1460.0,42.30251416,34.51331508
504149,SK_504149,Veľký Grob,SK021,Trnavský kraj,1459.0,61.99250359,23.53510369
542938,SK_542938,Horné Obdokovce,SK023,Nitriansky kraj,1459.0,63.72359008,22.89575961
500658,SK_500658,Obyce,SK023,Nitriansky kraj,1456.0,46.54934687,31.27863435
515469,SK_515469,Rimavské Janovce,SK032,Banskobystrický kraj,1456.0,55.79843481,26.0939219
502588,SK_502588,Nová Dedina,SK023,Nitriansky kraj,1452.0,49.7871526,29.16415027
501301,SK_501301,Okoličná na Ostrove,SK023,Nitriansky kraj,1451.0,48.53525999,29.89579123
503240,SK_503240,Kamenín,SK023,Nitriansky kraj,1450.0,51.68606882,28.05398114
517801,SK_517801,Mojš,SK031,Žilinský kraj,1450.0,559.24931155,2.59276135
502324,SK_502324,Hronovce,SK023,Nitriansky kraj,1446.0,46.71916783,30.95089376
507229,SK_507229,Krakovany,SK021,Trnavský kraj,1446.0,147.14851067,9.8268069
524379,SK_524379,Dubovica,SK041,Prešovský kraj,1445.0,84.25229021,17.15086909
509558,SK_509558,Babín,SK031,Žilinský kraj,1444.0,83.10014205,17.37662493
509639,SK_509639,Dlhá nad Oravou,SK031,Žilinský kraj,1441.0,59.317637,24.29294343
512371,SK_512371,Košťany nad Turcom,SK031,Žilinský kraj,1440.0,223.80146135,6.43427434
508659,SK_508659,Hrochoť,SK032,Banskobystrický kraj,1432.0,41.2534429,34.71225428
506800,SK_506800,Bojničky,SK021,Trnavský kraj,1431.0,154.33727508,9.27190142
524883,SK_524883,Mirkovce,SK041,Prešovský kraj,1431.0,149.92455636,9.54480063
506940,SK_506940,Dolné Orešany,SK021,Trnavský kraj,1429.0,79.82073124,17.90261725
500402,SK_500402,Klasov,SK023,Nitriansky kraj,1429.0,116.82631962,12.23183273
511871,SK_511871,Šíd,SK032,Banskobystrický kraj,1429.0,93.7859944,15.23681664
521639,SK_521639,Kysak,SK042,Košický kraj,1428.0,131.31775248,10.87438654
512966,SK_512966,Dolná Mariková,SK022,Trenčiansky kraj,1424.0,64.31230271,22.14195325
506150,SK_506150,Krajné,SK022,Trenčiansky kraj,1422.0,49.96177455,28.46175927
504971,SK_504971,Vrbovce,SK022,Trenčiansky kraj,1420.0,27.53823341,51.56467297
527092,SK_527092,Vyšné Ružbachy,SK041,Prešovský kraj,1420.0,79.09685024,17.95267442
507954,SK_507954,Jablonové (okres Malacky),SK010,Bratislavský kraj,1419.0,107.59130777,13.18879777
514021,SK_514021,Chrenovec-Brusno,SK022,Trenčiansky kraj,1418.0,115.20715434,12.30826339
509604,SK_509604,Brezovica (okres Tvrdošín),SK031,Žilinský kraj,1416.0,73.73753824,19.20324483
506001,SK_506001,Horná Streda,SK022,Trenčiansky kraj,1415.0,144.09681334,9.8197869
518760,SK_518760,Sielnica,SK032,Banskobystrický kraj,1415.0,79.26682039,17.85110079
510661,SK_510661,Liptovská Štiavnica,SK031,Žilinský kraj,1414.0,43.67780046,32.37342506
503088,SK_503088,Bíňa,SK023,Nitriansky kraj,1411.0,60.06923403,23.48956205
526673,SK_526673,Čirč,SK041,Prešovský kraj,1410.0,69.84112131,20.1886793
526720,SK_526720,Hniezdne,SK041,Prešovský kraj,1409.0,78.33395802,17.9870906
503690,SK_503690,Čierna Voda,SK021,Trnavský kraj,1408.0,115.97482702,12.14056564
524085,SK_524085,Výborná,SK041,Prešovský kraj,1404.0,133.20818203,10.53989311
523437,SK_523437,Gánovce,SK041,Prešovský kraj,1403.0,179.43426007,7.81901962
507563,SK_507563,Sokolovce,SK021,Trnavský kraj,1402.0,213.18053299,6.57658549
505641,SK_505641,Urmince,SK023,Nitriansky kraj,1401.0,128.39004286,10.91206116
508764,SK_508764,Medzibrod,SK032,Banskobystrický kraj,1395.0,81.69153856,17.07643196
502332,SK_502332,Hronské Kľačany,SK023,Nitriansky kraj,1394.0,177.17006699,7.86814626
502707,SK_502707,Rybník (okres Levice),SK023,Nitriansky kraj,1394.0,56.46216511,24.68909928
501158,SK_501158,Chotín,SK023,Nitriansky kraj,1392.0,68.16873186,20.41991925
500631,SK_500631,Nová Ves nad Žitavou,SK023,Nitriansky kraj,1391.0,136.84523096,10.16476782
525138,SK_525138,Ruská Nová Ves,SK041,Prešovský kraj,1390.0,110.70355046,12.55605619
555673,SK_555673,Veľké Dvorníky,SK021,Trnavský kraj,1383.0,173.27002946,7.98176121
508322,SK_508322,Vištuk,SK010,Bratislavský kraj,1382.0,68.95882828,20.04094377
506591,SK_506591,Trenčianske Jastrabie,SK022,Trenčiansky kraj,1382.0,112.77889867,12.2540654
511595,SK_511595,Málinec,SK032,Banskobystrický kraj,1381.0,27.62831772,49.98494712
518204,SK_518204,Budča,SK032,Banskobystrický kraj,1379.0,86.66851453,15.91119921
518417,SK_518417,Hontianske Nemce,SK032,Banskobystrický kraj,1378.0,44.68351158,30.83911607
558133,SK_558133,Lieskovec (okres Zvolen),SK032,Banskobystrický kraj,1377.0,99.13269339,13.89047299
599336,SK_599336,Lutila,SK032,Banskobystrický kraj,1377.0,53.0074689,25.97747126
518387,SK_518387,Dudince,SK032,Banskobystrický kraj,1376.0,200.9764056,6.84657483
518913,SK_518913,Sverepec,SK022,Trenčiansky kraj,1376.0,220.59543209,6.23766316
543101,SK_543101,Krnča,SK023,Nitriansky kraj,1373.0,72.39768476,18.96469486
507687,SK_507687,Trstín,SK021,Trnavský kraj,1372.0,52.39052139,26.18794323
543772,SK_543772,Somotor,SK042,Košický kraj,1370.0,84.07692041,16.29460253
515892,SK_515892,Bušince,SK032,Banskobystrický kraj,1370.0,109.50232209,12.51115021
521221,SK_521221,Budimír,SK042,Košický kraj,1369.0,197.60916411,6.92781636
526258,SK_526258,Sirk,SK032,Banskobystrický kraj,1369.0,74.55959946,18.36115014
556513,SK_556513,Vlčkovce,SK021,Trnavský kraj,1367.0,106.30906894,12.85873363
526541,SK_526541,Helcmanovce,SK042,Košický kraj,1364.0,106.11863444,12.85353894
504335,SK_504335,Dojč,SK021,Trnavský kraj,1363.0,66.90192,20.37310738
514322,SK_514322,Poruba,SK022,Trenčiansky kraj,1363.0,89.99687697,15.14496998
524131,SK_524131,Ždiar,SK041,Prešovský kraj,1363.0,49.91027615,27.30900538
521591,SK_521591,Košické Oľšany,SK042,Košický kraj,1363.0,156.99591507,8.68175455
598119,SK_598119,Košice - mestská časť Kavečany,SK042,Košický kraj,1361.0,129.63641174,10.49859358
509361,SK_509361,Podvysoká,SK031,Žilinský kraj,1359.0,242.53128781,5.60340075
517895,SK_517895,Predmier,SK031,Žilinský kraj,1359.0,124.62135031,10.9050335
544175,SK_544175,Dlhé Klčovo,SK041,Prešovský kraj,1358.0,131.33396717,10.34005162
559865,SK_559865,Sokoľany,SK042,Košický kraj,1357.0,358.45133754,3.78573005
560022,SK_560022,Brzotín,SK042,Košický kraj,1357.0,65.97115897,20.56959467
528145,SK_528145,Biel,SK042,Košický kraj,1357.0,182.29607745,7.44393417
501816,SK_501816,Ohrady,SK021,Trnavský kraj,1356.0,91.89917084,14.75530179
525499,SK_525499,Žehňa,SK041,Prešovský kraj,1353.0,80.79026127,16.74706801
500992,SK_500992,Žirany,SK023,Nitriansky kraj,1352.0,86.8521624,15.56668208
512460,SK_512460,Mošovce,SK031,Žilinský kraj,1351.0,23.25111502,58.10474031
525430,SK_525430,Vyšná Šebastová,SK041,Prešovský kraj,1351.0,126.94092307,10.64274599
522261,SK_522261,Ždaňa,SK042,Košický kraj,1350.0,244.86352504,5.5132752
544124,SK_544124,Čičava,SK041,Prešovský kraj,1347.0,254.2607255,5.29771162
509655,SK_509655,Habovka,SK031,Žilinský kraj,1345.0,46.22931172,29.09409528
509957,SK_509957,Oravský Podzámok,SK031,Žilinský kraj,1344.0,38.12014502,35.25694877
507679,SK_507679,Trebatice,SK021,Trnavský kraj,1338.0,174.54497661,7.66564599
556491,SK_556491,Opoj,SK021,Trnavský kraj,1335.0,289.4119572,4.61280181
511919,SK_511919,Tomášovce (okres Lučenec),SK032,Banskobystrický kraj,1335.0,94.71315624,14.09519071
525294,SK_525294,Terňa,SK041,Prešovský kraj,1335.0,45.40864288,29.39968947
505871,SK_505871,Bošáca,SK022,Trenčiansky kraj,1334.0,68.0825461,19.59386181
502936,SK_502936,Veľký Ďur,SK023,Nitriansky kraj,1332.0,60.49801371,22.01725178
543616,SK_543616,Spišský Hrušov,SK042,Košický kraj,1332.0,101.8921896,13.07264085
509981,SK_509981,Podbiel,SK031,Žilinský kraj,1329.0,68.89324253,19.29071635
526789,SK_526789,Kamienka (okres Stará Ľubovňa),SK041,Prešovský kraj,1327.0,45.51046148,29.15813105
510963,SK_510963,Pribylina,SK031,Žilinský kraj,1325.0,15.42138213,85.91966587
500241,SK_500241,Hájske,SK023,Nitriansky kraj,1324.0,94.15718766,14.06159246
525341,SK_525341,Tulčík,SK041,Prešovský kraj,1324.0,103.37789497,12.80738015
525120,SK_525120,Rožkovany,SK041,Prešovský kraj,1323.0,94.11754381,14.05689042
503398,SK_503398,Mojzesovo,SK023,Nitriansky kraj,1322.0,176.51395236,7.48949294
520055,SK_520055,Brekov,SK041,Prešovský kraj,1321.0,136.10070612,9.7060481
510904,SK_510904,Partizánska Ľupča,SK031,Žilinský kraj,1320.0,14.28344784,92.41466169
524093,SK_524093,Vydrník,SK041,Prešovský kraj,1320.0,266.75881648,4.94829006
505463,SK_505463,Skačany,SK022,Trenčiansky kraj,1319.0,85.72125548,15.38708215
503533,SK_503533,Semerovo,SK023,Nitriansky kraj,1318.0,56.32277409,23.40083601
502227,SK_502227,Farná,SK023,Nitriansky kraj,1317.0,40.22197235,32.74329733
500640,SK_500640,Nové Sady,SK023,Nitriansky kraj,1317.0,75.38181559,17.47105704
581674,SK_581674,Hencovce,SK041,Prešovský kraj,1315.0,229.88159011,5.72033628
522031,SK_522031,Sokoľ,SK042,Košický kraj,1315.0,83.9419257,15.66559248
526878,SK_526878,Ľubotín,SK041,Prešovský kraj,1315.0,121.225633,10.8475408
510173,SK_510173,Vitanová,SK031,Žilinský kraj,1314.0,28.71076675,45.76680279
522961,SK_522961,Pozdišovce,SK042,Košický kraj,1312.0,72.82526012,18.01572693
509043,SK_509043,Šumiac,SK032,Banskobystrický kraj,1310.0,16.01965369,81.77455175
521558,SK_521558,Kokšov-Bakša,SK042,Košický kraj,1310.0,369.1185981,3.54899484
501603,SK_501603,Horný Bar,SK021,Trnavský kraj,1306.0,110.6760772,11.80020139
509701,SK_509701,Istebné,SK031,Žilinský kraj,1301.0,115.25730458,11.28778783
514331,SK_514331,Pravenec,SK022,Trenčiansky kraj,1295.0,119.9604287,10.79522651
508934,SK_508934,Predajná,SK032,Banskobystrický kraj,1291.0,55.63198286,23.2060756
511196,SK_511196,Závažná Poruba,SK031,Žilinský kraj,1290.0,69.07220342,18.676109
516597,SK_516597,Svätý Anton,SK032,Banskobystrický kraj,1284.0,56.85550857,22.58356371
501263,SK_501263,Modrany,SK023,Nitriansky kraj,1282.0,47.36336436,27.06733395
516236,SK_516236,Nenince,SK032,Banskobystrický kraj,1282.0,95.10155171,13.48032684
523283,SK_523283,Vrbnica,SK042,Košický kraj,1281.0,258.96721803,4.94657204
580287,SK_580287,Liptovský Peter,SK031,Žilinský kraj,1280.0,208.76065355,6.13142361
513920,SK_513920,Cigeľ,SK022,Trenčiansky kraj,1280.0,73.86207526,17.32959703
522163,SK_522163,Vtáčkovce,SK042,Košický kraj,1279.0,343.02591268,3.72858129
521108,SK_521108,Zemplínske Hámre,SK041,Prešovský kraj,1279.0,151.42484104,8.44643449
508748,SK_508748,Ľubietová,SK032,Banskobystrický kraj,1278.0,20.93800602,61.03733082
524522,SK_524522,Chminianska Nová Ves,SK041,Prešovský kraj,1278.0,125.61194814,10.17419138
504319,SK_504319,Čáry,SK021,Trnavský kraj,1277.0,85.41467909,14.95059179
557293,SK_557293,Vlkanová,SK032,Banskobystrický kraj,1276.0,164.07344684,7.7770049
528501,SK_528501,Lastovce,SK042,Košický kraj,1274.0,83.53562204,15.25097879
525651,SK_525651,Gemerská Hôrka,SK042,Košický kraj,1272.0,99.40267099,12.79643683
526797,SK_526797,Kolačkov,SK041,Prešovský kraj,1271.0,72.96098811,17.42026846
519391,SK_519391,Kračúnovce,SK041,Prešovský kraj,1271.0,154.45182767,8.22910301
555886,SK_555886,Čechynce,SK023,Nitriansky kraj,1265.0,216.17213992,5.85181791
524689,SK_524689,Krivany,SK041,Prešovský kraj,1265.0,67.14938849,18.838593
525928,SK_525928,Lubeník,SK032,Banskobystrický kraj,1265.0,217.50532513,5.81594956
508284,SK_508284,Tureň,SK010,Bratislavský kraj,1264.0,238.73838369,5.29449844
501034,SK_501034,Bajč,SK023,Nitriansky kraj,1262.0,34.59818425,36.47590263
517313,SK_517313,Trnavá Hora,SK032,Banskobystrický kraj,1256.0,51.16222979,24.54936005
505234,SK_505234,Nitrianska Blatnica,SK023,Nitriansky kraj,1250.0,86.87663065,14.38821914
526045,SK_526045,Nižná Slaná,SK042,Košický kraj,1248.0,65.88642602,18.9416861
514357,SK_514357,Ráztočno,SK022,Trenčiansky kraj,1247.0,70.9003091,17.58807565
581241,SK_581241,Malý Slavkov,SK041,Prešovský kraj,1246.0,249.69177644,4.99015233
522694,SK_522694,Lastomír,SK042,Košický kraj,1246.0,93.18992165,13.37054456
512052,SK_512052,Belá-Dulice,SK031,Žilinský kraj,1245.0,24.30845425,51.216749
500046,SK_500046,Báb,SK023,Nitriansky kraj,1243.0,61.83879386,20.10065078
520926,SK_520926,Udavské,SK041,Prešovský kraj,1241.0,93.98449619,13.2043055
507725,SK_507725,Veselé,SK021,Trnavský kraj,1239.0,89.37028264,13.86366881
506443,SK_506443,Považany,SK022,Trenčiansky kraj,1238.0,141.52458519,8.74759674
513172,SK_513172,Jasenica,SK022,Trenčiansky kraj,1238.0,169.72819706,7.29401491
525219,SK_525219,Šarišské Dravce,SK041,Prešovský kraj,1237.0,124.54910067,9.93182603
503274,SK_503274,Kolta,SK023,Nitriansky kraj,1236.0,47.85407344,25.82852224
502995,SK_502995,Žemberovce,SK023,Nitriansky kraj,1234.0,41.81664433,29.50978061
508772,SK_508772,Michalová,SK032,Banskobystrický kraj,1234.0,86.08534292,14.33461212
582719,SK_582719,Štitáre,SK023,Nitriansky kraj,1234.0,164.8243756,7.48675671
503231,SK_503231,Kamenica nad Hronom,SK023,Nitriansky kraj,1233.0,65.9628408,18.69234231
558281,SK_558281,Liptovská Porúbka,SK031,Žilinský kraj,1232.0,29.21979584,42.16319671
546682,SK_546682,Skalka nad Váhom,SK022,Trenčiansky kraj,1226.0,141.14803472,8.68591619
517623,SK_517623,Hvozdnica,SK031,Žilinský kraj,1226.0,140.42209866,8.73081952
506231,SK_506231,Mníchova Lehota,SK022,Trenčiansky kraj,1225.0,73.74074801,16.61225351
507385,SK_507385,Ostrov (okres Piešťany),SK021,Trnavský kraj,1221.0,130.59145567,9.34976943
513300,SK_513300,Lazy pod Makytou,SK022,Trenčiansky kraj,1217.0,24.40396195,49.8689517
519481,SK_519481,Lenartov,SK041,Prešovský kraj,1217.0,82.35828077,14.77689904
517925,SK_517925,Rajecká Lesná,SK031,Žilinský kraj,1212.0,30.85813197,39.27651878
528188,SK_528188,Boťany,SK042,Košický kraj,1211.0,62.01508114,19.52750811
503193,SK_503193,Hul,SK023,Nitriansky kraj,1210.0,95.47985903,12.67282977
507865,SK_507865,Čataj,SK010,Bratislavský kraj,1210.0,94.10270349,12.85829158
582514,SK_582514,Kostoľany nad Hornádom,SK042,Košický kraj,1207.0,176.33370991,6.84497593
525286,SK_525286,Teriakovce,SK041,Prešovský kraj,1204.0,374.70479704,3.21319612
525448,SK_525448,Záborské,SK041,Prešovský kraj,1204.0,224.03885647,5.37406778
514241,SK_514241,Nitrianske Sučany,SK022,Trenčiansky kraj,1200.0,66.48427393,18.04938114
517291,SK_517291,Tekovská Breznica,SK032,Banskobystrický kraj,1199.0,40.21734328,29.81300857
556092,SK_556092,Nána,SK023,Nitriansky kraj,1198.0,66.7389316,17.95054208
506834,SK_506834,Borovce,SK021,Trnavský kraj,1197.0,110.10777367,10.87116704
501344,SK_501344,Sokolce,SK023,Nitriansky kraj,1197.0,61.65675896,19.41392996
514411,SK_514411,Tužina,SK022,Trenčiansky kraj,1196.0,24.81196025,48.20255989
512834,SK_512834,Žabokreky,SK031,Žilinský kraj,1194.0,230.5613499,5.17866503
599859,SK_599859,Košice - mestská časť Poľov,SK042,Košický kraj,1193.0,92.04353346,12.96125817
500283,SK_500283,Hostie,SK023,Nitriansky kraj,1192.0,42.3098656,28.17309824
501093,SK_501093,Číčov,SK023,Nitriansky kraj,1192.0,40.61361818,29.34976132
510408,SK_510408,Dúbrava (okres Liptovský Mikuláš),SK031,Žilinský kraj,1192.0,51.35378687,23.21153069
510793,SK_510793,Ľubeľa,SK031,Žilinský kraj,1192.0,68.251078,17.46492561
543195,SK_543195,Jamník (okres Spišská Nová Ves),SK042,Košický kraj,1192.0,148.19594198,8.04340513
502057,SK_502057,Bátovce,SK023,Nitriansky kraj,1189.0,37.60069365,31.62175706
555665,SK_555665,Malé Dvorníky,SK021,Trnavský kraj,1187.0,172.23537816,6.89173161
559547,SK_559547,Jasenov (okres Humenné),SK041,Prešovský kraj,1186.0,89.43821603,13.26055072
502677,SK_502677,Pohronský Ruskov,SK023,Nitriansky kraj,1185.0,129.8534239,9.12567389
504939,SK_504939,Unín,SK021,Trnavský kraj,1180.0,51.9522968,22.71314403
556475,SK_556475,Zamarovce,SK022,Trenčiansky kraj,1178.0,299.90073388,3.92796638
524654,SK_524654,Kojatice,SK041,Prešovský kraj,1177.0,110.02239357,10.69782216
516571,SK_516571,Želovce,SK032,Banskobystrický kraj,1177.0,62.77175443,18.75047162
521264,SK_521264,Buzica,SK042,Košický kraj,1177.0,59.2289682,19.87203282
557439,SK_557439,Dolné Kočkovce,SK022,Trenčiansky kraj,1176.0,192.05663115,6.12319394
500151,SK_500151,Čierne Kľačany,SK023,Nitriansky kraj,1175.0,107.07590437,10.97352394
525987,SK_525987,Muráň,SK032,Banskobystrický kraj,1175.0,11.39446674,103.12022724
521205,SK_521205,Bohdanovce,SK042,Košický kraj,1173.0,197.45063756,5.94072531
512915,SK_512915,Brvnište,SK022,Trenčiansky kraj,1172.0,168.92349878,6.93805189
521612,SK_521612,Kráľovce,SK042,Košický kraj,1170.0,178.81308359,6.54314537
500674,SK_500674,Podhorany (okres Nitra),SK023,Nitriansky kraj,1168.0,65.98807401,17.70016806
514144,SK_514144,Liešťany,SK022,Trenčiansky kraj,1167.0,71.08570733,16.41680225
514250,SK_514250,Nitrica,SK022,Trenčiansky kraj,1166.0,48.51357817,24.03450836
514811,SK_514811,Hajnáčka,SK032,Banskobystrický kraj,1165.0,45.27226165,25.73319639
500488,SK_500488,Lukáčovce,SK023,Nitriansky kraj,1164.0,69.12969954,16.83791493
523241,SK_523241,Zalužice,SK042,Košický kraj,1164.0,54.37271089,21.40779779
518824,SK_518824,Stožok,SK032,Banskobystrický kraj,1162.0,129.78750736,8.9530959
557285,SK_557285,Nemce,SK032,Banskobystrický kraj,1161.0,282.71649732,4.10658738
501531,SK_501531,Čiližská Radvaň,SK021,Trnavský kraj,1159.0,54.14596376,21.40510427
518735,SK_518735,Sebechleby,SK032,Banskobystrický kraj,1159.0,38.10313796,30.41744229
516627,SK_516627,Banská Belá,SK032,Banskobystrický kraj,1159.0,54.96640071,21.08560839
500101,SK_500101,Čakajovce,SK023,Nitriansky kraj,1156.0,200.26550112,5.77233719
507881,SK_507881,Dubová (okres Pezinok),SK010,Bratislavský kraj,1155.0,83.84584219,13.77528056
598194,SK_598194,Košice - mestská časť Lorinčík,SK042,Košický kraj,1155.0,389.15308846,2.96798364
525456,SK_525456,Záhradné,SK041,Prešovský kraj,1155.0,131.53748729,8.78076679
529257,SK_529257,Vyšný Žipov,SK041,Prešovský kraj,1151.0,123.38605691,9.32844463
501255,SK_501255,Moča,SK023,Nitriansky kraj,1149.0,64.27130852,17.87733946
508462,SK_508462,Beňuš,SK032,Banskobystrický kraj,1148.0,42.85899717,26.78550773
521981,SK_521981,Skároš,SK042,Košický kraj,1148.0,31.13434433,36.87246431
509370,SK_509370,Povina,SK031,Žilinský kraj,1146.0,59.91560172,19.12690463
